task_key,seed,n_full,n_biased,n0_biased,n1_biased,retention,dataset,dataset_label,dataset_short
PSAU4JD||No Choice vs. Choice||problem set correctness,42,550,307,155,152,0.5581818181818182,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU4JD||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,42,550,286,148,138,0.52,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU6Y4||Answer Only vs. Example||problems to mastery,42,177,97,54,43,0.5480225988700564,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU6Y4||Answer Only vs. Hint||problems to mastery,42,194,113,60,53,0.5824742268041238,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU85Y||Answer Only vs. Example||problems to mastery,42,218,113,62,51,0.518348623853211,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU85Y||Answer Only vs. Scaffolding||problems to mastery,42,229,119,57,62,0.519650655021834,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Hint||problems to mastery,42,261,142,69,73,0.5440613026819924,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Scaffolding||problems to mastery,42,285,157,69,88,0.5508771929824562,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Video Scaffolding||problems to mastery,42,263,120,55,65,0.4562737642585551,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Scaffolding vs. Video Scaffolding||problems to mastery,42,298,158,87,71,0.5302013422818792,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Text vs. Video||problems to mastery,42,298,151,87,64,0.5067114093959731,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Example||problems to mastery,42,370,213,118,95,0.5756756756756757,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Hint||problems to mastery,42,374,190,91,99,0.5080213903743316,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Video Example||problems to mastery,42,366,200,109,91,0.546448087431694,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Example vs. Video Example||problems to mastery,42,358,192,97,95,0.5363128491620112,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Text vs. Video||problems to mastery,42,358,194,98,96,0.5418994413407822,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUKPM||Non-Adaptive vs. Adaptive||problems to mastery,42,368,184,79,105,0.5,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||2 PTM vs. 3 PTM||completion,42,355,183,93,90,0.5154929577464789,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||2 PTM vs. 4 PTM||completion,42,325,162,93,69,0.4984615384615384,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||3 PTM vs. 4 PTM||completion,42,330,166,93,73,0.503030303030303,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||No Choice vs. Choice||completion,42,1013,552,279,273,0.5449160908193484,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice||completion,42,1013,536,272,264,0.5291214215202369,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWU||No Choice vs. Choice||problem set correctness,42,1008,517,272,245,0.5128968253968254,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWU||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,42,1008,526,277,249,0.5218253968253969,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUUKY||No Choice vs. Choice||problem set correctness,42,1500,769,368,401,0.5126666666666667,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUUKY||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,42,1500,782,373,409,0.5213333333333333,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAV89B||Non-Motivational vs. Motivational||problems to mastery,42,1722,922,321,601,0.5354239256678281,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 3 PTM||posttest,42,646,351,197,154,0.5433436532507739,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 4 PTM||posttest,42,642,326,177,149,0.5077881619937694,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 5 PTM||posttest,42,655,337,173,164,0.5145038167938931,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||3 PTM vs. 4 PTM||posttest,42,620,340,177,163,0.5483870967741935,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||3 PTM vs. 5 PTM||posttest,42,633,328,159,169,0.5181674565560821,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||4 PTM vs. 5 PTM||posttest,42,629,328,169,159,0.5214626391096979,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWHF4||No Choice vs. Choice||problems to mastery,42,1148,600,326,274,0.5226480836236934,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWHF4||Video or Text_No_Choice vs. Video or Text_Choice||problems to mastery,42,1148,600,313,287,0.5226480836236934,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWU6Z||Non-Motivational vs. Motivational||problems to mastery,42,956,475,179,296,0.4968619246861924,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 3 PTM||posttest,42,166,87,52,35,0.5240963855421686,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 4 PTM||posttest,42,178,93,52,41,0.5224719101123596,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 5 PTM||posttest,42,173,98,49,49,0.5664739884393064,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||3 PTM vs. 4 PTM||posttest,42,156,81,34,47,0.5192307692307693,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||3 PTM vs. 5 PTM||posttest,42,151,79,38,41,0.5231788079470199,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||4 PTM vs. 5 PTM||posttest,42,163,87,47,40,0.5337423312883436,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA25TA||No Emotion vs. Emotion||posttest,43,841,436,112,324,0.5184304399524375,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA29FC||No Emotion vs. Emotion||posttest,43,370,192,38,154,0.518918918918919,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KMP||Non-Adaptive vs. Adaptive||posttest,43,1982,1067,580,487,0.5383451059535822,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KMQ||Non-Adaptive vs. Adaptive||posttest,43,356,185,89,96,0.5196629213483146,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KNM||Non-Motivational vs. Motivational||posttest,43,1433,757,251,506,0.5282623866015352,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KNP||Non-Motivational vs. Motivational||posttest,43,397,191,65,126,0.4811083123425693,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KNR||Non-Motivational vs. Motivational||posttest,43,2033,1095,566,529,0.5386128873585834,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KPV||Non-Adaptive vs. Adaptive||posttest,43,749,405,172,233,0.540720961281709,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KQB||Non-Motivational vs. Motivational||posttest,43,319,169,75,94,0.5297805642633229,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA52JK||Multiple Choice vs. Fill-In||posttest,43,2336,1224,645,579,0.523972602739726,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA55VC||Multiple Choice vs. Fill-In||posttest,43,1721,900,474,426,0.5229517722254503,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||3 PTM vs. 4 PTM||posttest,43,897,462,226,236,0.5150501672240803,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||3 PTM vs. 5 PTM||posttest,43,874,443,240,203,0.5068649885583524,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||4 PTM vs. 5 PTM||posttest,43,869,470,239,231,0.5408515535097813,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||No Choice vs. Choice||posttest,43,2563,1388,720,668,0.5415528677331253,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice||posttest,43,2563,1368,722,646,0.5337495122902848,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TQ||Non-Motivational vs. Motivational||posttest,43,1781,930,466,464,0.5221785513756316,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59VC||Non-Adaptive vs. Adaptive||posttest,43,2099,1104,554,550,0.5259647451167222,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA7GUA||Non-Motivational vs. Motivational||posttest,43,1755,933,479,454,0.5316239316239316,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA98J7||No Choice vs. Choice||posttest,43,2484,1342,672,670,0.5402576489533011,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA98J7||Text Color_No_Choice vs. Text Color_Choice||posttest,43,2484,1327,676,651,0.534219001610306,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA9XWV||Non-Motivational vs. Motivational||posttest,43,531,271,98,173,0.5103578154425612,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAGF4||No Feedback vs. Common Wrong Answer Feedback||problems to mastery,43,1758,896,463,433,0.5096700796359499,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAH9CV||Non-Motivational vs. Motivational||problems to mastery,43,190,100,44,56,0.5263157894736842,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAHQV||No Feedback vs. Common Wrong Answer Feedback||problems to mastery,43,5288,2859,1448,1411,0.5406580937972768,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAKUSU||Non-Motivational vs. Motivational||problems to mastery,43,990,522,161,361,0.5272727272727272,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAR5JG||Answer Only vs. Scaffolding||problem set correctness,43,358,208,68,140,0.5810055865921788,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAR9Y9||Non-Adaptive vs. Adaptive||problems to mastery,43,1271,694,345,349,0.5460267505900865,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSARZX2||No Choice vs. Choice||problem set correctness,43,410,210,103,107,0.5121951219512195,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSARZX2||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,43,410,199,88,111,0.4853658536585366,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASA4B||Non-Adaptive vs. Adaptive||posttest,43,394,220,118,102,0.5583756345177665,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASDZY||Non-Adaptive vs. Adaptive||problems to mastery,43,489,264,139,125,0.5398773006134969,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASRKH||Answer Only vs. Hint||problems to mastery,43,233,121,48,73,0.51931330472103,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASRKH||Answer Only vs. Scaffolding||problems to mastery,43,242,119,50,69,0.4917355371900826,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Answer Only vs. Scaffolding||problems to mastery,43,685,367,167,200,0.5357664233576642,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Answer Only vs. Video Scaffolding||problems to mastery,43,698,377,180,197,0.5401146131805158,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Scaffolding vs. Video Scaffolding||problems to mastery,43,709,402,205,197,0.5669957686882934,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Text vs. Video||problems to mastery,43,709,359,180,179,0.5063469675599436,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNCQ||Answer Only vs. Hint||problems to mastery,43,130,66,31,35,0.5076923076923077,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNCQ||Answer Only vs. Scaffolding||problems to mastery,43,122,76,35,41,0.6229508196721312,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||Hint vs. Video Hint||problems to mastery,43,1056,546,281,265,0.5170454545454546,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||No Choice vs. Choice||problems to mastery,43,2113,1104,574,530,0.522479886417416,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||Text vs. Video||problems to mastery,43,1056,561,273,288,0.53125,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||Video or Text_No_Choice vs. Video or Text_Choice||problems to mastery,43,2113,1087,556,531,0.5144344533838144,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU4JD||No Choice vs. Choice||problem set correctness,43,550,274,152,122,0.4981818181818181,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU4JD||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,43,550,281,135,146,0.5109090909090909,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU6Y4||Answer Only vs. Example||problems to mastery,43,177,91,52,39,0.5141242937853108,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU6Y4||Answer Only vs. Hint||problems to mastery,43,194,106,52,54,0.5463917525773195,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU85Y||Answer Only vs. Example||problems to mastery,43,218,109,62,47,0.5,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU85Y||Answer Only vs. Scaffolding||problems to mastery,43,229,121,71,50,0.5283842794759825,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Hint||problems to mastery,43,261,134,66,68,0.5134099616858238,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Scaffolding||problems to mastery,43,285,154,75,79,0.5403508771929825,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Video Scaffolding||problems to mastery,43,263,146,67,79,0.5551330798479087,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Scaffolding vs. Video Scaffolding||problems to mastery,43,298,161,86,75,0.540268456375839,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Text vs. Video||problems to mastery,43,298,172,90,82,0.5771812080536913,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Example||problems to mastery,43,370,181,92,89,0.4891891891891892,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Hint||problems to mastery,43,374,207,109,98,0.553475935828877,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Video Example||problems to mastery,43,366,204,109,95,0.5573770491803278,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Example vs. Video Example||problems to mastery,43,358,192,97,95,0.5363128491620112,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Text vs. Video||problems to mastery,43,358,205,94,111,0.5726256983240223,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUKPM||Non-Adaptive vs. Adaptive||problems to mastery,43,368,211,104,107,0.5733695652173914,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||2 PTM vs. 3 PTM||completion,43,355,181,87,94,0.5098591549295775,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||2 PTM vs. 4 PTM||completion,43,325,164,97,67,0.5046153846153846,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||3 PTM vs. 4 PTM||completion,43,330,176,97,79,0.5333333333333333,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||No Choice vs. Choice||completion,43,1013,518,275,243,0.5113524185587365,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice||completion,43,1013,491,263,228,0.4846989141164857,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWU||No Choice vs. Choice||problem set correctness,43,1008,527,274,253,0.5228174603174603,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWU||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,43,1008,505,286,219,0.5009920634920635,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUUKY||No Choice vs. Choice||problem set correctness,43,1500,781,380,401,0.5206666666666667,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUUKY||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,43,1500,793,398,395,0.5286666666666666,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAV89B||Non-Motivational vs. Motivational||problems to mastery,43,1722,875,301,574,0.508130081300813,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 3 PTM||posttest,43,646,331,167,164,0.5123839009287926,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 4 PTM||posttest,43,642,321,159,162,0.5,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 5 PTM||posttest,43,655,345,179,166,0.5267175572519084,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||3 PTM vs. 4 PTM||posttest,43,620,334,170,164,0.5387096774193548,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||3 PTM vs. 5 PTM||posttest,43,633,352,172,180,0.5560821484992101,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||4 PTM vs. 5 PTM||posttest,43,629,351,186,165,0.5580286168521462,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWHF4||No Choice vs. Choice||problems to mastery,43,1148,607,311,296,0.5287456445993032,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWHF4||Video or Text_No_Choice vs. Video or Text_Choice||problems to mastery,43,1148,632,325,307,0.5505226480836237,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWU6Z||Non-Motivational vs. Motivational||problems to mastery,43,956,503,184,319,0.5261506276150628,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 3 PTM||posttest,43,166,86,55,31,0.5180722891566265,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 4 PTM||posttest,43,178,88,48,40,0.4943820224719101,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 5 PTM||posttest,43,173,90,50,40,0.5202312138728323,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||3 PTM vs. 4 PTM||posttest,43,156,77,34,43,0.4935897435897436,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||3 PTM vs. 5 PTM||posttest,43,151,79,36,43,0.5231788079470199,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||4 PTM vs. 5 PTM||posttest,43,163,85,42,43,0.5214723926380368,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA25TA||No Emotion vs. Emotion||posttest,44,841,463,119,344,0.5505350772889417,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA29FC||No Emotion vs. Emotion||posttest,44,370,204,36,168,0.5513513513513514,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KMP||Non-Adaptive vs. Adaptive||posttest,44,1982,980,521,459,0.4944500504540868,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KMQ||Non-Adaptive vs. Adaptive||posttest,44,356,183,94,89,0.5140449438202247,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KNM||Non-Motivational vs. Motivational||posttest,44,1433,721,250,471,0.5031402651779484,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KNP||Non-Motivational vs. Motivational||posttest,44,397,209,74,135,0.5264483627204031,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KNR||Non-Motivational vs. Motivational||posttest,44,2033,1056,547,509,0.5194294146581406,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA2KPV||Non-Adaptive vs. Adaptive||posttest,44,749,415,200,215,0.5540720961281709,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
