task_key,task_id,experiment_id,independent_measure_pair,dependent_measure,category,n,n0,n1,true_value_t0,true_value_t1,true_ate,true_ate_normalized,y_rate,dataset,dataset_label,dataset_short
PSA55VC||Multiple Choice vs. Fill-In||posttest,10,PSA55VC,Multiple Choice vs. Fill-In,posttest,Multiple Choice,1721,865,856,0.2127167630057803,0.2429906542056074,0.0302738911998271,0.1022426918317247,0.2277745496804183,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||3 PTM vs. 4 PTM||posttest,11,PSA59TP,3 PTM vs. 4 PTM,posttest,3 PTM,897,451,446,0.6208425720620843,0.6322869955156951,0.0114444234536108,0.0210256435308651,0.6265328874024526,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||3 PTM vs. 5 PTM||posttest,12,PSA59TP,3 PTM vs. 5 PTM,posttest,3 PTM,874,451,423,0.6208425720620843,0.6170212765957447,-0.0038212954663395,-0.0133682965158395,0.6189931350114416,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||4 PTM vs. 5 PTM||posttest,13,PSA59TP,4 PTM vs. 5 PTM,posttest,4 PTM,869,446,423,0.6322869955156951,0.6170212765957447,-0.0152657189199504,-0.0343939400467046,0.6248561565017261,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||No Choice vs. Choice||posttest,14,PSA59TP,No Choice vs. Choice,posttest,No Choice,2563,1320,1243,0.6234848484848485,0.6460176991150443,0.0225328506301957,0.0470128317785147,0.6344127975029262,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TP||Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice||posttest,15,PSA59TP,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,posttest,Problems Required for Mastery,2563,1320,1243,0.6234848484848485,0.6460176991150443,0.0225328506301957,0.0470128317785147,0.6344127975029262,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59TQ||Non-Motivational vs. Motivational||posttest,16,PSA59TQ,Non-Motivational vs. Motivational,posttest,Non-Motivational,1781,896,885,0.6752232142857143,0.6971751412429379,0.0219519269572235,0.0594449538343017,0.6861313868613139,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA59VC||Non-Adaptive vs. Adaptive||posttest,17,PSA59VC,Non-Adaptive vs. Adaptive,posttest,Non-Adaptive,2099,1037,1062,0.6152362584378014,0.5875706214689266,-0.0276656369688748,-0.0436985695655224,0.6012386850881372,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA7GUA||Non-Motivational vs. Motivational||posttest,18,PSA7GUA,Non-Motivational vs. Motivational,posttest,Non-Motivational,1755,857,898,0.4445740956826137,0.4599109131403118,0.015336817457698,0.0143104377251662,0.4524216524216524,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA98J7||No Choice vs. Choice||posttest,19,PSA98J7,No Choice vs. Choice,posttest,No Choice,2484,1237,1247,0.6273241713823767,0.615878107457899,-0.0114460639244777,-0.0095752731803139,0.6215780998389694,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA98J7||Text Color_No_Choice vs. Text Color_Choice||posttest,20,PSA98J7,Text Color_No_Choice vs. Text Color_Choice,posttest,Text Color,2484,1237,1247,0.6273241713823767,0.615878107457899,-0.0114460639244777,-0.0095752731803139,0.6215780998389694,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSA9XWV||Non-Motivational vs. Motivational||posttest,21,PSA9XWV,Non-Motivational vs. Motivational,posttest,Non-Motivational,531,175,356,0.4914285714285714,0.601123595505618,0.1096950240770465,0.2043685366382305,0.5649717514124294,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAGF4||No Feedback vs. Common Wrong Answer Feedback||problems to mastery,22,PSAGF4,No Feedback vs. Common Wrong Answer Feedback,problems to mastery,No Feedback,1758,909,849,0.4752475247524752,0.502944640753828,0.0276971160013528,-0.0085340367928407,0.4886234357224118,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAH9CV||Non-Motivational vs. Motivational||problems to mastery,23,PSAH9CV,Non-Motivational vs. Motivational,problems to mastery,Non-Motivational,190,89,101,0.4943820224719101,0.4554455445544554,-0.0389364779174546,-0.0161533481098794,0.4736842105263157,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAHQV||No Feedback vs. Common Wrong Answer Feedback||problems to mastery,24,PSAHQV,No Feedback vs. Common Wrong Answer Feedback,problems to mastery,No Feedback,5288,2633,2655,0.5708317508545385,0.5536723163841808,-0.0171594344703577,-0.0600987132407216,0.5622163388804842,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAKUSU||Non-Motivational vs. Motivational||problems to mastery,25,PSAKUSU,Non-Motivational vs. Motivational,problems to mastery,Non-Motivational,990,308,682,0.5454545454545454,0.5542521994134897,0.0087976539589442,0.0556962849321406,0.5515151515151515,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAR5JG||Answer Only vs. Scaffolding||problem set correctness,26,PSAR5JG,Answer Only vs. Scaffolding,problem set correctness,Answer Only,358,119,239,0.5210084033613446,0.4811715481171548,-0.0398368552441897,-0.0561527664651387,0.494413407821229,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAR9Y9||Non-Adaptive vs. Adaptive||problems to mastery,27,PSAR9Y9,Non-Adaptive vs. Adaptive,problems to mastery,Non-Adaptive,1271,639,632,0.6854460093896714,0.740506329113924,0.0550603197242526,0.579140900384558,0.7128245476003147,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSARZX2||No Choice vs. Choice||problem set correctness,28,PSARZX2,No Choice vs. Choice,problem set correctness,No Choice,410,197,213,0.6294416243654822,0.7652582159624414,0.1358165915969591,0.1792429534813699,0.7,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSARZX2||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,29,PSARZX2,Problem Difficulty_No_Choice vs. Problem Difficulty_Choice,problem set correctness,Problem Difficulty,410,197,213,0.6294416243654822,0.7652582159624414,0.1358165915969591,0.1792429534813699,0.7,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASA4B||Non-Adaptive vs. Adaptive||posttest,30,PSASA4B,Non-Adaptive vs. Adaptive,posttest,Non-Adaptive,394,200,194,0.57,0.6391752577319587,0.0691752577319587,0.0810259003091971,0.6040609137055838,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASDZY||Non-Adaptive vs. Adaptive||problems to mastery,31,PSASDZY,Non-Adaptive vs. Adaptive,problems to mastery,Non-Adaptive,489,268,221,0.7611940298507462,0.5701357466063348,-0.1910582832444114,-0.190906855372963,0.6748466257668712,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASRKH||Answer Only vs. Hint||problems to mastery,32,PSASRKH,Answer Only vs. Hint,problems to mastery,Answer Only,233,103,130,0.3300970873786408,0.4307692307692308,0.10067214339059,0.2247861815124283,0.3862660944206008,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSASRKH||Answer Only vs. Scaffolding||problems to mastery,33,PSASRKH,Answer Only vs. Scaffolding,problems to mastery,Answer Only,242,103,139,0.3300970873786408,0.5827338129496403,0.2526367255709995,0.5898675417160046,0.4752066115702479,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Answer Only vs. Scaffolding||problems to mastery,34,PSATNB2,Answer Only vs. Scaffolding,problems to mastery,Answer Only,685,337,348,0.3887240356083086,0.3477011494252873,-0.0410228861830212,-0.0060650446662998,0.3678832116788321,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Answer Only vs. Video Scaffolding||problems to mastery,35,PSATNB2,Answer Only vs. Video Scaffolding,problems to mastery,Answer Only,698,337,361,0.3887240356083086,0.5152354570637119,0.1265114214554032,0.3198238671231552,0.4541547277936962,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Scaffolding vs. Video Scaffolding||problems to mastery,36,PSATNB2,Scaffolding vs. Video Scaffolding,problems to mastery,Scaffolding,709,348,361,0.3477011494252873,0.5152354570637119,0.1675343076384245,0.3258889117894551,0.4330042313117066,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNB2||Text vs. Video||problems to mastery,37,PSATNB2,Text vs. Video,problems to mastery,Text,709,348,361,0.3477011494252873,0.5152354570637119,0.1675343076384245,0.3258889117894551,0.4330042313117066,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNCQ||Answer Only vs. Hint||problems to mastery,38,PSATNCQ,Answer Only vs. Hint,problems to mastery,Answer Only,130,64,66,0.453125,0.4090909090909091,-0.0440340909090908,-0.0441215496267858,0.4307692307692308,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATNCQ||Answer Only vs. Scaffolding||problems to mastery,39,PSATNCQ,Answer Only vs. Scaffolding,problems to mastery,Answer Only,122,64,58,0.453125,0.3793103448275862,-0.0738146551724138,0.000193974779798,0.4180327868852459,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||Hint vs. Video Hint||problems to mastery,40,PSATZEJ,Hint vs. Video Hint,problems to mastery,Hint,1056,521,535,0.6391554702495201,0.6392523364485981,9.686619907800507e-05,0.1209636906691319,0.6392045454545454,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||No Choice vs. Choice||problems to mastery,41,PSATZEJ,No Choice vs. Choice,problems to mastery,No Choice,2113,1056,1057,0.6392045454545454,0.6338694418164617,-0.0053351036380837,-0.0334990921357378,0.6365357311878845,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||Text vs. Video||problems to mastery,42,PSATZEJ,Text vs. Video,problems to mastery,Text,1056,521,535,0.6391554702495201,0.6392523364485981,9.686619907800507e-05,0.1209636906691319,0.6392045454545454,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSATZEJ||Video or Text_No_Choice vs. Video or Text_Choice||problems to mastery,43,PSATZEJ,Video or Text_No_Choice vs. Video or Text_Choice,problems to mastery,Video or Text,2113,1056,1057,0.6392045454545454,0.6338694418164617,-0.0053351036380837,-0.0334990921357378,0.6365357311878845,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU4JD||No Choice vs. Choice||problem set correctness,44,PSAU4JD,No Choice vs. Choice,problem set correctness,No Choice,550,272,278,0.4007352941176471,0.4532374100719424,0.0525021159542953,0.0961267702473373,0.4272727272727272,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU4JD||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,45,PSAU4JD,Problem Difficulty_No_Choice vs. Problem Difficulty_Choice,problem set correctness,Problem Difficulty,550,272,278,0.4007352941176471,0.4532374100719424,0.0525021159542953,0.0961267702473373,0.4272727272727272,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU6Y4||Answer Only vs. Example||problems to mastery,46,PSAU6Y4,Answer Only vs. Example,problems to mastery,Answer Only,177,100,77,0.61,0.7142857142857143,0.1042857142857143,0.3070937536165495,0.655367231638418,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU6Y4||Answer Only vs. Hint||problems to mastery,47,PSAU6Y4,Answer Only vs. Hint,problems to mastery,Answer Only,194,100,94,0.61,0.7021276595744681,0.0921276595744681,0.1159163388457626,0.654639175257732,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU85Y||Answer Only vs. Example||problems to mastery,48,PSAU85Y,Answer Only vs. Example,problems to mastery,Answer Only,218,119,99,0.5210084033613446,0.6666666666666666,0.145658263305322,0.3356889405059275,0.5871559633027523,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU85Y||Answer Only vs. Scaffolding||problems to mastery,49,PSAU85Y,Answer Only vs. Scaffolding,problems to mastery,Answer Only,229,119,110,0.5210084033613446,0.5818181818181818,0.0608097784568372,0.2529305194352846,0.5502183406113537,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Hint||problems to mastery,50,PSAU88D,Answer Only vs. Hint,problems to mastery,Answer Only,261,125,136,0.384,0.4558823529411764,0.0718823529411764,0.2892411587591386,0.421455938697318,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Scaffolding||problems to mastery,51,PSAU88D,Answer Only vs. Scaffolding,problems to mastery,Answer Only,285,125,160,0.384,0.525,0.141,0.3935713620083415,0.4631578947368421,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Answer Only vs. Video Scaffolding||problems to mastery,52,PSAU88D,Answer Only vs. Video Scaffolding,problems to mastery,Answer Only,263,125,138,0.384,0.5072463768115942,0.1232463768115942,0.2831606937447005,0.4486692015209125,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Scaffolding vs. Video Scaffolding||problems to mastery,53,PSAU88D,Scaffolding vs. Video Scaffolding,problems to mastery,Scaffolding,298,160,138,0.525,0.5072463768115942,-0.0177536231884057,-0.1104106682636409,0.5167785234899329,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAU88D||Text vs. Video||problems to mastery,54,PSAU88D,Text vs. Video,problems to mastery,Text,298,160,138,0.525,0.5072463768115942,-0.0177536231884057,-0.1104106682636409,0.5167785234899329,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Example||problems to mastery,55,PSAUK57,Answer Only vs. Example,problems to mastery,Answer Only,370,189,181,0.3121693121693121,0.4033149171270718,0.0911456049577597,0.1249083480888954,0.3567567567567568,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Hint||problems to mastery,56,PSAUK57,Answer Only vs. Hint,problems to mastery,Answer Only,374,189,185,0.3121693121693121,0.4054054054054054,0.0932360932360932,0.1046745353117469,0.3582887700534759,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Answer Only vs. Video Example||problems to mastery,57,PSAUK57,Answer Only vs. Video Example,problems to mastery,Answer Only,366,189,177,0.3121693121693121,0.4632768361581921,0.1511075239888799,0.2498713775509666,0.3852459016393442,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Example vs. Video Example||problems to mastery,58,PSAUK57,Example vs. Video Example,problems to mastery,Example,358,181,177,0.4033149171270718,0.4632768361581921,0.0599619190311202,0.1249630294620711,0.4329608938547486,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUK57||Text vs. Video||problems to mastery,59,PSAUK57,Text vs. Video,problems to mastery,Text,358,181,177,0.4033149171270718,0.4632768361581921,0.0599619190311202,0.1249630294620711,0.4329608938547486,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUKPM||Non-Adaptive vs. Adaptive||problems to mastery,60,PSAUKPM,Non-Adaptive vs. Adaptive,problems to mastery,Non-Adaptive,368,172,196,0.5465116279069767,0.3622448979591837,-0.184266729947793,-0.4272371551674165,0.4483695652173913,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||2 PTM vs. 3 PTM||completion,61,PSAUTWT,2 PTM vs. 3 PTM,completion,2 PTM,355,175,180,0.9657142857142856,0.8777777777777778,-0.0879365079365079,-0.3308157928370627,0.9211267605633804,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||2 PTM vs. 4 PTM||completion,62,PSAUTWT,2 PTM vs. 4 PTM,completion,2 PTM,325,175,150,0.9657142857142856,0.92,-0.0457142857142857,-0.1719764410416499,0.9446153846153846,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||3 PTM vs. 4 PTM||completion,63,PSAUTWT,3 PTM vs. 4 PTM,completion,3 PTM,330,180,150,0.8777777777777778,0.92,0.0422222222222222,0.1588393517954128,0.896969696969697,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||No Choice vs. Choice||completion,64,PSAUTWT,No Choice vs. Choice,completion,No Choice,1013,505,508,0.9207920792079208,0.9271653543307088,0.0063732751227878,0.023976163168045,0.9239881539980256,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWT||Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice||completion,65,PSAUTWT,Problems Required for Mastery_No_Choice vs. Problems Required for Mastery_Choice,completion,Problems Required for Mastery,1013,505,508,0.9207920792079208,0.9271653543307088,0.0063732751227878,0.023976163168045,0.9239881539980256,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWU||No Choice vs. Choice||problem set correctness,66,PSAUTWU,No Choice vs. Choice,problem set correctness,No Choice,1008,518,490,0.6447876447876448,0.6306122448979592,-0.0141753998896856,-0.0154937328478465,0.6378968253968254,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUTWU||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,67,PSAUTWU,Problem Difficulty_No_Choice vs. Problem Difficulty_Choice,problem set correctness,Problem Difficulty,1008,518,490,0.6447876447876448,0.6306122448979592,-0.0141753998896856,-0.0154937328478465,0.6378968253968254,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUUKY||No Choice vs. Choice||problem set correctness,68,PSAUUKY,No Choice vs. Choice,problem set correctness,No Choice,1500,712,788,0.4662921348314606,0.4784263959390863,0.0121342611076256,-0.0054225857892513,0.4726666666666667,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAUUKY||Problem Difficulty_No_Choice vs. Problem Difficulty_Choice||problem set correctness,69,PSAUUKY,Problem Difficulty_No_Choice vs. Problem Difficulty_Choice,problem set correctness,Problem Difficulty,1500,712,788,0.4662921348314606,0.4784263959390863,0.0121342611076256,-0.0054225857892513,0.4726666666666667,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAV89B||Non-Motivational vs. Motivational||problems to mastery,70,PSAV89B,Non-Motivational vs. Motivational,problems to mastery,Non-Motivational,1722,570,1152,0.6350877192982456,0.5069444444444444,-0.1281432748538011,-0.4880488171953593,0.5493612078977933,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 3 PTM||posttest,71,PSAVTMK,2 PTM vs. 3 PTM,posttest,2 PTM,646,334,312,0.4640718562874251,0.4358974358974359,-0.0281744203899892,-0.0744418982536192,0.4504643962848297,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 4 PTM||posttest,72,PSAVTMK,2 PTM vs. 4 PTM,posttest,2 PTM,642,334,308,0.4640718562874251,0.3733766233766233,-0.0906952329108017,-0.1654666537623061,0.4205607476635514,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||2 PTM vs. 5 PTM||posttest,73,PSAVTMK,2 PTM vs. 5 PTM,posttest,2 PTM,655,334,321,0.4640718562874251,0.35202492211838,-0.1120469341690451,-0.221469847263688,0.4091603053435114,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||3 PTM vs. 4 PTM||posttest,74,PSAVTMK,3 PTM vs. 4 PTM,posttest,3 PTM,620,312,308,0.4358974358974359,0.3733766233766233,-0.0625208125208125,-0.0910247555086868,0.4048387096774193,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||3 PTM vs. 5 PTM||posttest,75,PSAVTMK,3 PTM vs. 5 PTM,posttest,3 PTM,633,312,321,0.4358974358974359,0.35202492211838,-0.0838725137790558,-0.1470279490100688,0.3933649289099526,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAVTMK||4 PTM vs. 5 PTM||posttest,76,PSAVTMK,4 PTM vs. 5 PTM,posttest,4 PTM,629,308,321,0.3733766233766233,0.35202492211838,-0.0213517012582433,-0.0560031935013819,0.3624801271860095,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWHF4||No Choice vs. Choice||problems to mastery,77,PSAWHF4,No Choice vs. Choice,problems to mastery,No Choice,1148,595,553,0.5142857142857142,0.546112115732369,0.0318264014466547,0.0320850539320596,0.5296167247386759,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWHF4||Video or Text_No_Choice vs. Video or Text_Choice||problems to mastery,78,PSAWHF4,Video or Text_No_Choice vs. Video or Text_Choice,problems to mastery,Video or Text,1148,595,553,0.5142857142857142,0.546112115732369,0.0318264014466547,0.0320850539320596,0.5296167247386759,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAWU6Z||Non-Motivational vs. Motivational||problems to mastery,79,PSAWU6Z,Non-Motivational vs. Motivational,problems to mastery,Non-Motivational,956,341,615,0.5483870967741935,0.4959349593495935,-0.0524521374246,-0.4072956770504015,0.5146443514644351,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 3 PTM||posttest,80,PSAZGQM,2 PTM vs. 3 PTM,posttest,2 PTM,166,94,72,0.7553191489361702,0.7777777777777778,0.0224586288416075,0.0523043449102373,0.7650602409638554,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 4 PTM||posttest,81,PSAZGQM,2 PTM vs. 4 PTM,posttest,2 PTM,178,94,84,0.7553191489361702,0.7619047619047619,0.0065856129685916,0.0153373642969869,0.7584269662921348,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||2 PTM vs. 5 PTM||posttest,82,PSAZGQM,2 PTM vs. 5 PTM,posttest,2 PTM,173,94,79,0.7553191489361702,0.7341772151898734,-0.0211419337462968,-0.0492378676603367,0.7456647398843931,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||3 PTM vs. 4 PTM||posttest,83,PSAZGQM,3 PTM vs. 4 PTM,posttest,3 PTM,156,72,84,0.7777777777777778,0.7619047619047619,-0.0158730158730159,-0.0369669806132504,0.7692307692307693,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||3 PTM vs. 5 PTM||posttest,84,PSAZGQM,3 PTM vs. 5 PTM,posttest,3 PTM,151,72,79,0.7777777777777778,0.7341772151898734,-0.0436005625879043,-0.101542212570574,0.7549668874172185,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
PSAZGQM||4 PTM vs. 5 PTM||posttest,85,PSAZGQM,4 PTM vs. 5 PTM,posttest,4 PTM,163,84,79,0.7619047619047619,0.7341772151898734,-0.0277275467148884,-0.0645752319573236,0.7484662576687117,assistments_rct88,ASSISTments expanded RCT release,RCT88/89
226210||Control vs. Experiment||completion,0,226210,Control vs. Experiment,completion,Control,1185,607,578,0.6803953871499177,0.6349480968858131,-0.0454472902641045,-0.0454472902641045,0.6582278481012658,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
237447||Control vs. Experiment||completion,1,237447,Control vs. Experiment,completion,Control,692,329,363,0.9848024316109424,0.9586776859504132,-0.026124745660529,-0.026124745660529,0.9710982658959536,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
241501||Control vs. Experiment||completion,2,241501,Control vs. Experiment,completion,Control,381,188,193,0.8936170212765957,0.8497409326424871,-0.0438760886341086,-0.0438760886341086,0.8713910761154856,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
241622||Control vs. Experiment||completion,3,241622,Control vs. Experiment,completion,Control,627,338,289,0.8816568047337278,0.8373702422145328,-0.0442865625191949,-0.0442865625191949,0.861244019138756,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
243393||Control vs. Experiment||completion,4,243393,Control vs. Experiment,completion,Control,1797,910,887,0.7329670329670329,0.7170236753100339,-0.015943357656999,-0.015943357656999,0.7250973845297718,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
246482||Control vs. Experiment||completion,5,246482,Control vs. Experiment,completion,Control,457,225,232,0.7333333333333333,0.7413793103448276,0.0080459770114943,0.0080459770114943,0.737417943107221,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
246627||Control vs. Experiment||completion,6,246627,Control vs. Experiment,completion,Control,514,279,235,0.7240143369175627,0.6936170212765957,-0.0303973156409669,-0.0303973156409669,0.7101167315175098,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
246647||Control vs. Experiment||completion,7,246647,Control vs. Experiment,completion,Control,538,264,274,0.8446969696969697,0.8467153284671532,0.0020183587701835,0.0020183587701835,0.845724907063197,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
250476||Control vs. Experiment||completion,8,250476,Control vs. Experiment,completion,Control,402,193,209,0.8911917098445595,0.9330143540669856,0.0418226442224261,0.0418226442224261,0.9129353233830846,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
255116||Control vs. Experiment||completion,9,255116,Control vs. Experiment,completion,Control,534,258,276,0.8217054263565892,0.7971014492753623,-0.0246039770812268,-0.0246039770812268,0.8089887640449438,assistments_las2016,LAS2016 22 randomized experiments,LAS2016
